check,passed
2103/evolved/final_absent_from_rollout,True
2103/evolved/disjoint_rows,True
2103/evolved/fixed_sizes,True
2103/evolved/tree_identity,True
2103/evolved/selected_by_selection,True
2103/evolved/candidate_identity,True
2103/evolved/actual_attempts,True
2103/evolved/charged_time,True
2103/evolved/actual_failures,True
2103/evolved/online_checks,True
2103/evolved/refit_succeeded,True
2103/evolved/separate_refit_charge,True
2103/evolved/final_row_ids,True
2103/evolved/final_targets,True
2103/evolved/finite_predictions,True
2103/evolved/final_metric,True
2103/evolved/normalized_loss,True
2103/evolved/separate_utility,True
2103/broad-stop/same_public_data,True
2103/broad-stop/final_absent_from_rollout,True
2103/broad-stop/disjoint_rows,True
2103/broad-stop/fixed_sizes,True
2103/broad-stop/tree_identity,True
2103/broad-stop/selected_by_selection,True
2103/broad-stop/candidate_identity,True
2103/broad-stop/actual_attempts,True
2103/broad-stop/charged_time,True
2103/broad-stop/actual_failures,True
2103/broad-stop/online_checks,True
2103/broad-stop/refit_succeeded,True
2103/broad-stop/separate_refit_charge,True
2103/broad-stop/final_row_ids,True
2103/broad-stop/final_targets,True
2103/broad-stop/finite_predictions,True
2103/broad-stop/final_metric,True
2103/broad-stop/normalized_loss,True
2103/broad-stop/separate_utility,True
2103/broad/same_public_data,True
2103/broad/final_absent_from_rollout,True
2103/broad/disjoint_rows,True
2103/broad/fixed_sizes,True
2103/broad/tree_identity,True
2103/broad/selected_by_selection,True
2103/broad/candidate_identity,True
2103/broad/actual_attempts,True
2103/broad/charged_time,True
2103/broad/actual_failures,True
2103/broad/online_checks,True
2103/broad/refit_succeeded,True
2103/broad/separate_refit_charge,True
2103/broad/final_row_ids,True
2103/broad/final_targets,True
2103/broad/finite_predictions,True
2103/broad/final_metric,True
2103/broad/normalized_loss,True
2103/broad/separate_utility,True
2103/greedy/same_public_data,True
2103/greedy/final_absent_from_rollout,True
2103/greedy/disjoint_rows,True
2103/greedy/fixed_sizes,True
2103/greedy/tree_identity,True
2103/greedy/selected_by_selection,True
2103/greedy/candidate_identity,True
2103/greedy/actual_attempts,True
2103/greedy/charged_time,True
2103/greedy/actual_failures,True
2103/greedy/online_checks,True
2103/greedy/refit_succeeded,True
2103/greedy/separate_refit_charge,True
2103/greedy/final_row_ids,True
2103/greedy/final_targets,True
2103/greedy/finite_predictions,True
2103/greedy/final_metric,True
2103/greedy/normalized_loss,True
2103/greedy/separate_utility,True
2104/evolved/same_public_data,True
2104/evolved/final_absent_from_rollout,True
2104/evolved/disjoint_rows,True
2104/evolved/fixed_sizes,True
2104/evolved/tree_identity,True
2104/evolved/selected_by_selection,True
2104/evolved/candidate_identity,True
2104/evolved/actual_attempts,True
2104/evolved/charged_time,True
2104/evolved/actual_failures,True
2104/evolved/online_checks,True
2104/evolved/refit_succeeded,True
2104/evolved/separate_refit_charge,True
2104/evolved/final_row_ids,True
2104/evolved/final_targets,True
2104/evolved/finite_predictions,True
2104/evolved/final_metric,True
2104/evolved/normalized_loss,True
2104/evolved/separate_utility,True
2104/broad-stop/same_public_data,True
2104/broad-stop/final_absent_from_rollout,True
2104/broad-stop/disjoint_rows,True
2104/broad-stop/fixed_sizes,True
2104/broad-stop/tree_identity,True
2104/broad-stop/selected_by_selection,True
2104/broad-stop/candidate_identity,True
2104/broad-stop/actual_attempts,True
2104/broad-stop/charged_time,True
2104/broad-stop/actual_failures,True
2104/broad-stop/online_checks,True
2104/broad-stop/refit_succeeded,True
2104/broad-stop/separate_refit_charge,True
2104/broad-stop/final_row_ids,True
2104/broad-stop/final_targets,True
2104/broad-stop/finite_predictions,True
2104/broad-stop/final_metric,True
2104/broad-stop/normalized_loss,True
2104/broad-stop/separate_utility,True
2104/broad/same_public_data,True
2104/broad/final_absent_from_rollout,True
2104/broad/disjoint_rows,True
2104/broad/fixed_sizes,True
2104/broad/tree_identity,True
2104/broad/selected_by_selection,True
2104/broad/candidate_identity,True
2104/broad/actual_attempts,True
2104/broad/charged_time,True
2104/broad/actual_failures,True
2104/broad/online_checks,True
2104/broad/refit_succeeded,True
2104/broad/separate_refit_charge,True
2104/broad/final_row_ids,True
2104/broad/final_targets,True
2104/broad/finite_predictions,True
2104/broad/final_metric,True
2104/broad/normalized_loss,True
2104/broad/separate_utility,True
2104/greedy/same_public_data,True
2104/greedy/final_absent_from_rollout,True
2104/greedy/disjoint_rows,True
2104/greedy/fixed_sizes,True
2104/greedy/tree_identity,True
2104/greedy/selected_by_selection,True
2104/greedy/candidate_identity,True
2104/greedy/actual_attempts,True
2104/greedy/charged_time,True
2104/greedy/actual_failures,True
2104/greedy/online_checks,True
2104/greedy/refit_succeeded,True
2104/greedy/separate_refit_charge,True
2104/greedy/final_row_ids,True
2104/greedy/final_targets,True
2104/greedy/finite_predictions,True
2104/greedy/final_metric,True
2104/greedy/normalized_loss,True
2104/greedy/separate_utility,True
2104/lineage/same_public_data,True
2104/lineage/final_absent_from_rollout,True
2104/lineage/disjoint_rows,True
2104/lineage/fixed_sizes,True
2104/lineage/tree_identity,True
2104/lineage/selected_by_selection,True
2104/lineage/candidate_identity,True
2104/lineage/actual_attempts,True
2104/lineage/charged_time,True
2104/lineage/actual_failures,True
2104/lineage/online_checks,True
2104/lineage/refit_succeeded,True
2104/lineage/separate_refit_charge,True
2104/lineage/final_row_ids,True
2104/lineage/final_targets,True
2104/lineage/finite_predictions,True
2104/lineage/final_metric,True
2104/lineage/normalized_loss,True
2104/lineage/separate_utility,True
paired/broad/final_loss/count,True
paired/broad/final_loss/mean,True
paired/broad/final_loss/outcomes,True
paired/broad/attempts/count,True
paired/broad/attempts/mean,True
paired/broad/attempts/outcomes,True
paired/broad/worker_seconds/count,True
paired/broad/worker_seconds/mean,True
paired/broad/worker_seconds/outcomes,True
paired/broad/utility/count,True
paired/broad/utility/mean,True
paired/broad/utility/outcomes,True
paired/greedy/final_loss/count,True
paired/greedy/final_loss/mean,True
paired/greedy/final_loss/outcomes,True
paired/greedy/attempts/count,True
paired/greedy/attempts/mean,True
paired/greedy/attempts/outcomes,True
paired/greedy/worker_seconds/count,True
paired/greedy/worker_seconds/mean,True
paired/greedy/worker_seconds/outcomes,True
paired/greedy/utility/count,True
paired/greedy/utility/mean,True
paired/greedy/utility/outcomes,True
paired/lineage/final_loss/count,True
paired/lineage/final_loss/mean,True
paired/lineage/final_loss/outcomes,True
paired/lineage/attempts/count,True
paired/lineage/attempts/mean,True
paired/lineage/attempts/outcomes,True
paired/lineage/worker_seconds/count,True
paired/lineage/worker_seconds/mean,True
paired/lineage/worker_seconds/outcomes,True
paired/lineage/utility/count,True
paired/lineage/utility/mean,True
paired/lineage/utility/outcomes,True
paired/broad-stop/final_loss/count,True
paired/broad-stop/final_loss/mean,True
paired/broad-stop/final_loss/outcomes,True
paired/broad-stop/attempts/count,True
paired/broad-stop/attempts/mean,True
paired/broad-stop/attempts/outcomes,True
paired/broad-stop/worker_seconds/count,True
paired/broad-stop/worker_seconds/mean,True
paired/broad-stop/worker_seconds/outcomes,True
paired/broad-stop/utility/count,True
paired/broad-stop/utility/mean,True
paired/broad-stop/utility/outcomes,True
